"PROVINCIA","MUNICIPIO","ESTACION","MAGNITUD","TECNICA","PERIODO_DE_ANALISIS","ANO","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
28,79,8,12,8,2,2024,3,6,50,"V",29,"V",21,"V",23,"V",17,"V",13,"V",29,"V",73,"V",116,"V",86,"V",76,"V",63,"V",57,"V",40,"V",26,"V",32,"V",26,"V",37,"V",44,"V",60,"V",92,"V",137,"V",0,"N",0,"N"
28,79,8,14,6,2,2024,3,6,35,"V",49,"V",47,"V",42,"V",45,"V",50,"V",39,"V",15,"V",12,"V",26,"V",37,"V",50,"V",60,"V",69,"V",78,"V",77,"V",79,"V",72,"V",67,"V",55,"V",29,"V",7,"V",0,"N",0,"N"
28,79,8,20,59,2,2024,3,6,2.3,"V",8.7,"V",4.2,"V",2.8,"V",4.5,"V",1.4,"V",1.2,"V",1.6,"V",2.7,"V",3.8,"V",4.1,"V",3.5,"V",2.5,"V",1.5,"V",1,"V",1.3,"V",1.2,"V",1,"V",1.6,"V",2.3,"V",3.7,"V",3.6,"V",0,"N",0,"N"
28,79,8,22,0,2,2024,3,6,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",4,"V",3,"V",2,"V",2,"V",2,"V",2,"V",1,"V",2,"V",1,"V",2,"V",2,"V",2,"V",3,"V",5,"V",0,"N",0,"N"
28,79,8,30,59,2,2024,3,6,0.8,"V",0.7,"V",0.2,"V",0.4,"V",0.2,"V",0.2,"V",0.2,"V",0.5,"V",1.1,"V",1.1,"V",0.8,"V",0.6,"V",0.6,"V",0.5,"V",0.4,"V",0.3,"V",0.4,"V",0.2,"V",0.3,"V",0.8,"V",1.1,"V",1.3,"V",0,"N",0,"N"
28,79,8,35,59,2,2024,3,6,0.2,"V",0.3,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.4,"V",0.5,"V",0.7,"V",0.5,"V",0.3,"V",0.2,"V",0.2,"V",0.2,"V",0.1,"V",0.1,"V",0.2,"V",0.2,"V",0.4,"V",0.5,"V",0,"N",0,"N"
28,79,8,39,59,2,2024,3,6,0.27,"V",0.32,"V",0.09,"V",0.13,"V",0.03,"V",0.01,"V",0,"V",0.04,"V",0.28,"V",0.49,"V",0.37,"V",0.29,"V",0.08,"V",0.16,"V",0,"V",0.11,"V",0.11,"V",0.03,"V",0.23,"V",0.24,"V",0.66,"V",0.57,"V",0,"N",0,"N"
28,79,8,45,0,2,2024,3,6,2,"V",2,"V",2,"V",2,"V",2,"V",1,"V",2,"V",3,"V",4,"V",3,"V",3,"V",2,"V",3,"V",2,"V",1,"V",2,"V",2,"V",2,"V",2,"V",3,"V",4,"V",6,"V",0,"N",0,"N"
28,79,8,431,59,2,2024,3,6,1,"V",2,"V",1,"V",1,"V",1,"V",1,"V",0,"V",1,"V",2,"V",3,"V",3,"V",2,"V",2,"V",1,"V",0,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",3,"V",0,"N",0,"N"
28,79,11,7,8,2,2024,3,6,3,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",9,"V",12,"V",13,"V",14,"V",16,"V",13,"V",11,"V",7,"V",8,"V",11,"V",5,"V",8,"V",4,"V",15,"V",0,"N",0,"N"
28,79,11,8,8,2,2024,3,6,67,"V",28,"V",14,"V",15,"V",11,"V",13,"V",24,"V",43,"V",46,"V",41,"V",33,"V",40,"V",44,"V",35,"V",32,"V",27,"V",36,"V",42,"V",44,"V",57,"V",71,"V",110,"V",0,"N",0,"N"
28,79,11,12,8,2,2024,3,6,71,"V",29,"V",16,"V",16,"V",13,"V",14,"V",25,"V",46,"V",59,"V",60,"V",53,"V",61,"V",69,"V",54,"V",48,"V",38,"V",48,"V",58,"V",51,"V",70,"V",77,"V",134,"V",0,"N",0,"N"
28,79,11,20,59,2,2024,3,6,2.3,"V",2,"V",0.9,"V",0.7,"V",0.5,"V",0.5,"V",0.5,"V",0.6,"V",1,"V",2.2,"V",1.3,"V",1.7,"V",1.9,"V",1.8,"V",1.5,"V",1.4,"V",1.6,"V",1.4,"V",1.6,"V",2,"V",1.7,"V",3.7,"V",0,"N",0,"N"
28,79,11,30,59,2,2024,3,6,0.9,"V",0.8,"V",0.4,"V",0.4,"V",0.4,"V",0.4,"V",0.3,"V",0.4,"V",0.5,"V",0.9,"V",0.5,"V",0.7,"V",0.6,"V",0.7,"V",0.6,"V",0.5,"V",0.6,"V",0.5,"V",0.6,"V",0.7,"V",0.7,"V",1.3,"V",0,"N",0,"N"
28,79,11,35,59,2,2024,3,6,0.3,"V",0.2,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.3,"V",0.3,"V",0.5,"V",0.2,"V",0.2,"V",0.2,"V",0.3,"V",0.3,"V",0.3,"V",0.3,"V",0.3,"V",0.2,"V",0.5,"V",0,"N",0,"N"
28,79,11,39,59,2,2024,3,6,0.32,"V",0.22,"V",0.04,"V",0.04,"V",0.01,"V",0,"V",0,"V",0.03,"V",0.13,"V",0.3,"V",0.3,"V",0.43,"V",0.24,"V",0.24,"V",0.21,"V",0.19,"V",0.17,"V",0.24,"V",0.24,"V",0.24,"V",0.24,"V",0.55,"V",0,"N",0,"N"
28,79,11,431,59,2,2024,3,6,2,"V",1,"V",1,"V",0,"V",0,"V",0,"V",0,"V",0,"V",1,"V",1,"V",2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",0,"N",0,"N"
28,79,16,7,8,2,2024,3,6,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",3,"V",19,"V",22,"V",13,"V",11,"V",10,"N",0,"N",0,"N",0,"N",0,"N",3,"N",3,"V",3,"V",1,"V",10,"V",28,"V",0,"N",0,"N"
28,79,16,8,8,2,2024,3,6,45,"V",18,"V",17,"V",18,"V",11,"V",11,"V",20,"V",37,"V",43,"V",32,"V",29,"V",29,"N",0,"N",0,"N",0,"N",0,"N",18,"N",23,"V",30,"V",36,"V",61,"V",90,"V",0,"N",0,"N"
28,79,16,12,8,2,2024,3,6,46,"V",20,"V",19,"V",20,"V",13,"V",13,"V",25,"V",66,"V",76,"V",51,"V",46,"V",44,"N",0,"N",0,"N",0,"N",0,"N",23,"N",28,"V",34,"V",38,"V",76,"V",134,"V",0,"N",0,"N"
28,79,16,14,6,2,2024,3,6,20,"V",46,"V",39,"V",33,"V",39,"V",39,"V",30,"V",14,"V",7,"V",25,"V",33,"V",42,"N",0,"N",0,"N",0,"N",0,"N",73,"N",69,"V",65,"V",57,"V",29,"V",2,"V",0,"N",0,"N"
28,79,17,7,8,2,2024,3,6,43,"V",14,"V",14,"V",27,"V",27,"V",12,"V",56,"V",119,"V",135,"V",60,"V",32,"V",15,"V",11,"V",5,"V",4,"V",4,"V",3,"V",4,"V",2,"V",20,"V",105,"V",112,"V",0,"N",0,"N"
28,79,17,8,8,2,2024,3,6,68,"V",59,"V",56,"V",52,"V",47,"V",42,"V",48,"V",61,"V",70,"V",61,"V",48,"V",35,"V",29,"V",16,"V",14,"V",13,"V",15,"V",19,"V",29,"V",56,"V",105,"V",97,"V",0,"N",0,"N"
28,79,17,12,8,2,2024,3,6,134,"V",79,"V",78,"V",93,"V",88,"V",61,"V",134,"V",243,"V",277,"V",154,"V",97,"V",58,"V",46,"V",25,"V",21,"V",19,"V",19,"V",25,"V",32,"V",86,"V",265,"V",269,"V",0,"N",0,"N"
28,79,17,14,6,2,2024,3,6,12,"V",10,"V",6,"V",5,"V",5,"V",7,"V",5,"V",5,"V",7,"V",13,"V",28,"V",48,"V",57,"V",72,"V",77,"V",81,"V",80,"V",80,"V",72,"V",48,"V",6,"V",6,"V",0,"N",0,"N"
28,79,18,7,8,2,2024,3,6,4,"V",2,"V",1,"V",1,"V",2,"V",1,"V",8,"V",32,"V",65,"V",55,"V",44,"V",16,"V",13,"V",7,"V",4,"V",3,"V",2,"V",4,"V",2,"V",2,"V",23,"V",22,"V",0,"N",0,"N"
28,79,18,8,8,2,2024,3,6,41,"V",35,"V",31,"V",32,"V",25,"V",22,"V",36,"V",40,"V",50,"V",55,"V",55,"V",39,"V",35,"V",23,"V",18,"V",18,"V",18,"V",25,"V",36,"V",59,"V",98,"V",92,"V",0,"N",0,"N"
28,79,18,10,47,2,2024,3,6,12,"V",12,"V",12,"V",11,"V",18,"V",13,"V",12,"V",15,"V",22,"V",26,"V",30,"V",29,"V",29,"V",25,"V",19,"V",15,"V",15,"V",8,"V",9,"V",17,"V",22,"V",29,"V",0,"N",0,"N"
28,79,18,12,8,2,2024,3,6,48,"V",38,"V",32,"V",34,"V",27,"V",24,"V",48,"V",90,"V",150,"V",140,"V",122,"V",64,"V",55,"V",33,"V",25,"V",23,"V",21,"V",31,"V",39,"V",62,"V",133,"V",125,"V",0,"N",0,"N"
28,79,18,14,6,2,2024,3,6,27,"V",20,"V",16,"V",15,"V",13,"V",23,"V",9,"V",2,"V",5,"V",11,"V",24,"V",47,"V",58,"V",70,"V",76,"V",81,"V",82,"V",76,"V",68,"V",48,"V",10,"V",4,"V",0,"N",0,"N"
28,79,18,20,59,2,2024,3,6,24.2,"V",56.6,"V",36.1,"V",8.4,"V",5.6,"V",4.1,"V",2.9,"V",4.7,"V",6.3,"V",3.8,"V",3.3,"V",2.1,"V",1.8,"V",1,"V",1,"V",1,"V",0.8,"V",0.9,"V",1.2,"V",1.4,"V",4.9,"V",5.4,"V",0,"N",0,"N"
28,79,18,30,59,2,2024,3,6,0.8,"V",0.6,"V",0.7,"V",0.5,"V",1.6,"V",0.5,"V",0.5,"V",1,"V",1.5,"V",1.2,"V",1,"V",0.7,"V",0.6,"V",0.4,"V",0.4,"V",0.4,"V",0.4,"V",0.4,"V",0.4,"V",0.5,"V",1.1,"V",1.4,"V",0,"N",0,"N"
28,79,18,35,59,2,2024,3,6,1.2,"V",3.2,"V",2.5,"V",1.2,"V",0.9,"V",1,"V",0.7,"V",1.3,"V",2.3,"V",1.6,"V",0.9,"V",0.5,"V",0.8,"V",0.8,"V",0.5,"V",0.2,"V",0.4,"V",0.2,"V",0.5,"V",0.6,"V",1.8,"V",2.2,"V",0,"N",0,"N"
28,79,18,39,59,2,2024,3,6,0.3,"V",0.55,"V",0.4,"V",0.24,"V",0.2,"V",0.2,"V",0.15,"V",0.34,"V",0.63,"V",0.43,"V",0.38,"V",0.25,"V",0.18,"V",0.19,"V",0.12,"V",0.11,"V",0.1,"V",0.09,"V",0.14,"V",0.17,"V",0.51,"V",0.59,"V",0,"N",0,"N"
28,79,18,431,59,2,2024,3,6,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N"
28,79,24,7,8,2,2024,3,6,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",5,"V",24,"V",39,"V",20,"V",10,"V",5,"V",4,"V",3,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",0,"N",0,"N"
28,79,24,8,8,2,2024,3,6,18,"V",23,"V",19,"V",14,"V",13,"V",13,"V",12,"V",12,"V",14,"V",26,"V",49,"V",42,"V",28,"V",18,"V",14,"V",14,"V",12,"V",12,"V",15,"V",26,"V",36,"V",41,"V",0,"N",0,"N"
28,79,24,9,47,2,2024,3,6,4,"V",2,"V",3,"V",3,"V",3,"V",4,"V",7,"V",5,"V",8,"V",2,"V",4,"V",7,"V",7,"V",8,"V",6,"V",3,"V",6,"V",4,"V",3,"V",6,"V",6,"V",7,"V",0,"N",0,"N"
28,79,24,10,47,2,2024,3,6,7,"V",4,"V",6,"V",6,"V",6,"V",7,"V",9,"V",8,"V",10,"V",6,"V",13,"V",18,"V",17,"V",15,"V",13,"V",8,"V",11,"V",8,"V",7,"V",11,"V",12,"V",13,"V",0,"N",0,"N"
28,79,24,12,8,2,2024,3,6,20,"V",25,"V",21,"V",15,"V",14,"V",14,"V",13,"V",14,"V",21,"V",64,"V",110,"V",73,"V",43,"V",26,"V",20,"V",18,"V",15,"V",14,"V",16,"V",28,"V",38,"V",42,"V",0,"N",0,"N"
28,79,24,14,6,2,2024,3,6,40,"V",31,"V",27,"V",30,"V",24,"V",21,"V",20,"V",20,"V",16,"V",14,"V",25,"V",43,"V",60,"V",69,"V",74,"V",77,"V",79,"V",80,"V",77,"V",67,"V",51,"V",39,"V",0,"N",0,"N"
28,79,27,7,8,2,2024,3,6,2,"V",2,"V",1,"V",3,"V",7,"V",7,"V",15,"V",32,"V",38,"V",37,"V",22,"V",17,"V",7,"V",5,"V",3,"V",2,"V",2,"V",1,"V",1,"V",19,"V",35,"V",19,"V",0,"N",0,"N"
28,79,27,8,8,2,2024,3,6,44,"V",27,"V",37,"V",30,"V",44,"V",35,"V",43,"V",52,"V",51,"V",40,"V",42,"V",38,"V",26,"V",20,"V",13,"V",10,"V",11,"V",15,"V",28,"V",81,"V",101,"V",87,"V",0,"N",0,"N"
28,79,27,12,8,2,2024,3,6,46,"V",31,"V",38,"V",34,"V",55,"V",46,"V",66,"V",101,"V",108,"V",97,"V",76,"V",65,"V",38,"V",28,"V",17,"V",13,"V",14,"V",17,"V",30,"V",110,"V",154,"V",116,"V",0,"N",0,"N"
28,79,27,14,6,2,2024,3,6,23,"V",25,"V",16,"V",17,"V",10,"V",12,"V",7,"V",5,"V",8,"V",13,"V",29,"V",38,"V",52,"V",58,"V",67,"V",73,"V",74,"V",71,"V",62,"V",18,"V",3,"V",4,"V",0,"N",0,"N"
28,79,35,1,38,2,2024,3,6,3,"V",3,"V",3,"V",3,"V",2,"V",3,"V",4,"V",5,"V",5,"V",5,"V",4,"V",4,"V",3,"V",3,"V",3,"V",3,"V",4,"V",3,"V",3,"V",3,"V",3,"V",4,"V",0,"N",0,"N"
28,79,35,6,48,2,2024,3,6,0.4,"V",0.5,"V",0.3,"V",0.3,"V",0.3,"V",0.3,"V",0.3,"V",0.4,"V",0.5,"V",0.5,"V",0.4,"V",0.4,"V",0.4,"V",0.3,"V",0.3,"V",0.3,"V",0.3,"V",0.3,"V",0.3,"V",0.3,"V",0.4,"V",0.5,"V",0,"N",0,"N"
28,79,35,7,8,2,2024,3,6,2,"V",13,"V",4,"V",8,"V",4,"V",1,"V",8,"V",12,"V",41,"V",38,"V",21,"V",19,"V",13,"V",7,"V",4,"V",5,"V",10,"V",6,"V",1,"V",1,"V",1,"V",3,"V",0,"N",0,"N"
28,79,35,8,8,2,2024,3,6,42,"V",57,"V",36,"V",33,"V",29,"V",18,"V",29,"V",48,"V",67,"V",62,"V",45,"V",45,"V",34,"V",25,"V",17,"V",22,"V",29,"V",32,"V",23,"V",23,"V",40,"V",85,"V",0,"N",0,"N"
28,79,35,12,8,2,2024,3,6,46,"V",77,"V",43,"V",45,"V",35,"V",20,"V",42,"V",67,"V",129,"V",121,"V",76,"V",74,"V",54,"V",36,"V",22,"V",30,"V",44,"V",41,"V",25,"V",25,"V",41,"V",90,"V",0,"N",0,"N"
28,79,35,14,6,2,2024,3,6,29,"V",2,"V",21,"V",22,"V",26,"V",40,"V",32,"V",15,"V",7,"V",14,"V",32,"V",40,"V",57,"V",65,"V",72,"V",72,"V",69,"V",67,"V",74,"V",75,"V",59,"V",15,"V",0,"N",0,"N"
28,79,36,1,38,2,2024,3,6,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",2,"V",3,"V",0,"N",0,"N"
28,79,36,7,8,2,2024,3,6,5,"V",1,"V",1,"V",1,"V",1,"V",1,"V",6,"V",21,"V",33,"V",20,"V",21,"V",16,"V",12,"V",7,"V",4,"V",4,"V",4,"V",8,"V",3,"V",8,"V",11,"V",33,"V",0,"N",0,"N"
28,79,36,8,8,2,2024,3,6,48,"V",25,"V",21,"V",30,"V",25,"V",15,"V",36,"V",44,"V",47,"V",37,"V",38,"V",37,"V",34,"V",20,"V",13,"V",16,"V",20,"V",27,"V",33,"V",71,"V",86,"V",96,"V",0,"N",0,"N"
28,79,36,10,47,2,2024,3,6,15,"V",11,"V",8,"V",12,"V",12,"V",8,"V",8,"V",9,"V",17,"V",17,"V",18,"V",20,"V",22,"V",19,"V",7,"V",10,"V",10,"V",11,"V",15,"V",14,"V",18,"V",31,"V",0,"N",0,"N"
28,79,36,12,8,2,2024,3,6,55,"V",27,"V",22,"V",32,"V",26,"V",16,"V",45,"V",76,"V",98,"V",67,"V",71,"V",61,"V",52,"V",30,"V",20,"V",22,"V",26,"V",38,"V",37,"V",83,"V",103,"V",147,"V",0,"N",0,"N"
28,79,38,7,8,2,2024,3,6,12,"V",4,"V",1,"V",1,"V",1,"V",1,"V",1,"V",10,"V",33,"V",33,"V",17,"V",16,"V",13,"V",4,"V",4,"V",4,"V",2,"V",2,"V",3,"V",3,"V",5,"V",3,"V",0,"N",0,"N"
28,79,38,8,8,2,2024,3,6,50,"V",36,"V",17,"V",18,"V",16,"V",15,"V",21,"V",43,"V",56,"V",49,"V",33,"V",38,"V",33,"V",19,"V",18,"V",18,"V",18,"V",24,"V",31,"V",35,"V",52,"V",79,"V",0,"N",0,"N"
28,79,38,9,47,2,2024,3,6,7,"V",6,"V",5,"V",6,"V",6,"V",6,"V",4,"V",5,"V",8,"V",10,"V",7,"V",8,"V",12,"V",7,"V",7,"V",6,"V",8,"V",15,"V",15,"V",9,"V",7,"V",12,"V",0,"N",0,"N"
28,79,38,10,47,2,2024,3,6,12,"V",13,"V",11,"V",9,"V",9,"V",9,"V",7,"V",10,"V",17,"V",23,"V",18,"V",18,"V",22,"V",16,"V",14,"V",12,"V",14,"V",23,"V",23,"V",17,"V",15,"V",21,"V",0,"N",0,"N"
28,79,38,12,8,2,2024,3,6,68,"V",42,"V",18,"V",19,"V",17,"V",16,"V",22,"V",57,"V",106,"V",100,"V",59,"V",63,"V",53,"V",25,"V",25,"V",24,"V",22,"V",27,"V",35,"V",40,"V",59,"V",84,"V",0,"N",0,"N"
28,79,38,20,59,2,2024,3,6,1.5,"V",2.4,"V",1.3,"V",0.9,"V",1,"V",0.8,"V",0.8,"V",0.9,"V",1.6,"V",2.5,"V",2.1,"V",1.6,"V",2.2,"V",1.7,"V",1.1,"V",1.1,"V",1.2,"V",0.9,"V",1.2,"V",1.4,"V",2.1,"V",2.2,"V",0,"N",0,"N"
28,79,38,30,59,2,2024,3,6,0.7,"V",0.8,"V",0.4,"V",0.4,"V",0.4,"V",0.3,"V",0.3,"V",0.4,"V",0.7,"V",0.9,"V",0.8,"V",0.6,"V",0.6,"V",0.6,"V",0.5,"V",0.4,"V",0.4,"V",0.4,"V",0.5,"V",0.5,"V",0.8,"V",0.8,"V",0,"N",0,"N"
28,79,38,35,59,2,2024,3,6,0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.2,"V",0.3,"V",0.2,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.1,"V",0.2,"V",0.3,"V",0.3,"V",0,"N",0,"N"
28,79,38,39,59,2,2024,3,6,0.25,"V",0.37,"V",0.21,"V",0.12,"V",0.15,"V",0.12,"V",0.11,"V",0.14,"V",0.26,"V",0.32,"V",0.4,"V",0.31,"V",0.31,"V",0.28,"V",0.23,"V",0.23,"V",0.23,"V",0.19,"V",0.25,"V",0.24,"V",0.39,"V",0.35,"V",0,"N",0,"N"
28,79,38,431,59,2,2024,3,6,1,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",1,"V",1,"V",0,"V",1,"V",1,"V",1,"V",1,"V",1,"V",0,"V",0,"V",0,"V",0,"V",0,"V",1,"V",0,"N",0,"N"
28,79,39,7,8,2,2024,3,6,2,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",6,"V",26,"V",33,"N",0,"N",0,"N",0,"N",6,"V",4,"V",2,"V",2,"V",1,"V",1,"V",2,"V",8,"V",34,"V",0,"N",0,"N"
28,79,39,8,8,2,2024,3,6,58,"V",50,"V",18,"V",14,"V",25,"V",33,"V",42,"V",63,"V",65,"V",64,"N",0,"N",0,"N",0,"N",23,"V",20,"V",19,"V",22,"V",26,"V",32,"V",56,"V",92,"V",100,"V",0,"N",0,"N"
28,79,39,12,8,2,2024,3,6,61,"V",53,"V",20,"V",15,"V",27,"V",35,"V",43,"V",72,"V",106,"V",114,"N",0,"N",0,"N",0,"N",32,"V",27,"V",22,"V",24,"V",28,"V",34,"V",58,"V",105,"V",151,"V",0,"N",0,"N"
28,79,39,14,6,2,2024,3,6,25,"V",31,"V",53,"V",52,"V",40,"V",31,"V",26,"V",10,"V",11,"V",15,"N",0,"N",0,"N",0,"N",0,"N",69,"V",73,"V",75,"V",70,"V",63,"V",40,"V",9,"V",3,"V",0,"N",0,"N"
28,79,40,7,8,2,2024,3,6,1,"V",5,"V",1,"V",1,"V",1,"V",1,"V",3,"V",7,"V",16,"V",18,"V",22,"V",11,"V",12,"V",5,"V",2,"V",3,"V",4,"V",4,"V",3,"V",5,"V",14,"V",19,"V",0,"N",0,"N"
28,79,40,8,8,2,2024,3,6,64,"V",58,"V",32,"V",33,"V",30,"V",18,"V",34,"V",49,"V",52,"V",45,"V",43,"V",34,"V",35,"V",20,"V",12,"V",15,"V",19,"V",21,"V",38,"V",66,"V",97,"V",106,"V",0,"N",0,"N"
28,79,40,10,47,2,2024,3,6,16,"V",18,"V",11,"V",14,"V",12,"V",9,"V",6,"V",7,"V",9,"V",15,"V",21,"V",21,"V",24,"V",32,"V",15,"V",9,"V",10,"V",13,"V",16,"V",14,"V",21,"V",31,"V",0,"N",0,"N"
28,79,40,12,8,2,2024,3,6,66,"V",65,"V",33,"V",34,"V",31,"V",19,"V",39,"V",60,"V",76,"V",73,"V",77,"V",50,"V",53,"V",28,"V",16,"V",19,"V",25,"V",27,"V",43,"V",73,"V",119,"V",136,"V",0,"N",0,"N"
28,79,47,7,8,2,2024,3,6,18,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",18,"V",67,"V",51,"V",13,"V",13,"V",8,"V",2,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",8,"V",20,"V",0,"N",0,"N"
28,79,47,8,8,2,2024,3,6,56,"V",34,"V",29,"V",24,"V",23,"V",24,"V",27,"V",37,"V",42,"V",43,"V",29,"V",28,"V",24,"V",12,"V",9,"V",12,"V",11,"V",15,"V",17,"V",25,"V",59,"V",83,"V",0,"N",0,"N"
28,79,47,9,47,2,2024,3,6,8,"V",8,"V",7,"V",7,"V",8,"V",6,"V",7,"V",5,"V",6,"V",8,"V",6,"V",4,"V",9,"V",4,"V",9,"V",5,"V",3,"V",2,"V",5,"V",9,"V",8,"V",11,"V",0,"N",0,"N"
28,79,47,10,47,2,2024,3,6,14,"V",14,"V",11,"V",10,"V",11,"V",9,"V",10,"V",9,"V",13,"V",19,"V",18,"V",12,"V",20,"V",13,"V",16,"V",11,"V",7,"V",6,"V",9,"V",16,"V",17,"V",34,"V",0,"N",0,"N"
28,79,47,12,8,2,2024,3,6,84,"V",35,"V",30,"V",26,"V",25,"V",26,"V",29,"V",64,"V",145,"V",121,"V",49,"V",48,"V",37,"V",15,"V",10,"V",14,"V",12,"V",16,"V",18,"V",26,"V",71,"V",114,"V",0,"N",0,"N"
28,79,48,7,8,2,2024,3,6,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",21,"N",0,"N",0,"N",15,"V",12,"V",5,"V",4,"V",4,"V",2,"V",2,"V",1,"V",1,"V",1,"V",4,"V",0,"N",0,"N"
28,79,48,8,8,2,2024,3,6,45,"V",28,"V",14,"V",16,"V",12,"V",12,"V",18,"V",41,"V",61,"N",0,"N",0,"N",37,"V",35,"V",24,"V",24,"V",26,"V",28,"V",33,"V",39,"V",39,"V",61,"V",88,"V",0,"N",0,"N"
