"PROVINCIA","MUNICIPIO","ESTACION","MAGNITUD","PUNTO_MUESTREO","ANO","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
28,79,56,89,"28079056_89_98",2024,2,29,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N"
28,79,58,83,"28079058_83_98",2024,2,29,1.4,"V",0.5,"V",-0.1,"V",-0.8,"V",-0.8,"V",-1.3,"V",-1.5,"V",-1.5,"V",-1,"V",2.7,"V",8.8,"V",11.9,"V",12.7,"V",12.6,"V",12.5,"V",12.2,"V",13.1,"V",14,"V",12.1,"V",10.1,"V",8.7,"V",7.6,"V",6.9,"V",0,"N"
28,79,58,86,"28079058_86_98",2024,2,29,89,"V",91,"V",92,"V",93,"V",94,"V",93,"V",94,"V",94,"V",92,"V",76,"V",64,"V",56,"V",57,"V",58,"V",55,"V",58,"V",53,"V",44,"V",43,"V",45,"V",49,"V",48,"V",50,"V",0,"N"
28,79,59,81,"28079059_81_98",2024,2,29,0.51,"V",0.44,"V",0.66,"V",0.38,"V",0.46,"V",0.51,"V",0.44,"V",0.43,"V",0.4,"V",0.64,"V",0.77,"V",0.87,"V",1.52,"V",3.1,"V",3.74,"V",3.5,"V",2.4,"V",2.14,"V",3.63,"V",2.96,"V",2.46,"V",2.29,"V",2.89,"V",0,"N"
28,79,59,82,"28079059_82_98",2024,2,29,9,"V",233,"V",188,"V",172,"V",208,"V",1,"V",1,"V",56,"V",19,"V",52,"V",79,"V",58,"V",64,"V",260,"V",268,"V",275,"V",265,"V",281,"V",268,"V",287,"V",290,"V",298,"V",317,"V",0,"N"
28,79,59,83,"28079059_83_98",2024,2,29,5.8,"V",5.3,"V",5.2,"V",4,"V",3.5,"V",2.8,"V",1.7,"V",1,"V",3.3,"V",6.3,"V",8.1,"V",10,"V",12.2,"V",13.1,"V",12.8,"V",12.3,"V",12.7,"V",13.3,"V",12.2,"V",10.3,"V",9,"V",7.9,"V",7.1,"V",0,"N"
28,79,59,86,"28079059_86_98",2024,2,29,73,"V",76,"V",76,"V",82,"V",83,"V",86,"V",89,"V",91,"V",84,"V",73,"V",68,"V",64,"V",59,"V",59,"V",58,"V",59,"V",58,"V",50,"V",48,"V",48,"V",52,"V",49,"V",50,"V",0,"N"
28,79,59,87,"28079059_87_98",2024,2,29,943,"V",942,"V",942,"V",941,"V",941,"V",941,"V",940,"V",940,"V",940,"V",940,"V",940,"V",939,"V",939,"V",938,"V",937,"V",937,"V",937,"V",937,"V",937,"V",938,"V",938,"V",939,"V",940,"V",0,"N"
28,79,59,88,"28079059_88_98",2024,2,29,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",2,"V",109,"V",320,"V",503,"V",587,"V",698,"V",738,"V",680,"V",440,"V",287,"V",210,"V",41,"V",1,"V",1,"V",1,"V",1,"V",0,"N"
28,79,59,89,"28079059_89_98",2024,2,29,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N"
